index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification
15,2022-07-22-14:20:29,-93,-84,-85,100,-73,100,100,100,-66,100,100,100,100,-82,100,-87,-65,-81,100,100,100,100,100,-79,-97,51
16,2022-07-22-14:20:34,100,-76,-80,100,-77,100,100,-93,-78,100,100,100,100,-82,100,100,-69,-81,100,100,100,100,100,-88,100,51
17,2022-07-22-14:20:39,-94,-84,-86,100,-73,100,-97,-98,-66,100,100,100,100,-83,100,-86,-65,100,100,100,100,100,100,-78,100,51
18,2022-07-22-14:20:44,100,-81,-78,100,-76,100,100,100,-63,100,100,100,100,-76,100,-89,-63,-79,100,100,100,100,100,-92,100,51
19,2022-07-22-14:20:49,100,-76,-80,100,-77,100,100,-93,-79,100,100,100,100,-81,100,100,-69,-80,100,100,100,100,100,-87,100,51
20,2022-07-22-14:20:54,100,-82,-78,100,-76,100,100,100,100,100,100,100,100,-76,100,-89,-65,-79,100,100,100,100,100,100,100,51
21,2022-07-22-14:20:59,-98,-76,-80,100,-76,100,100,-93,-79,100,100,100,100,-81,100,-89,-69,-80,100,100,100,100,100,-88,100,51
22,2022-07-22-14:21:04,-92,-84,-86,100,-73,100,-99,-97,-66,100,100,100,100,-83,100,100,-65,-80,100,100,100,100,100,-79,100,51
23,2022-07-22-14:21:09,100,-81,-78,100,-76,100,100,100,-63,100,100,100,100,-76,100,-88,-63,-80,100,100,100,100,100,100,100,51
24,2022-07-22-14:21:14,100,-83,-86,100,-73,100,100,100,100,100,100,100,100,-83,100,-87,-65,-81,100,100,100,100,100,-79,100,51
25,2022-07-22-14:21:19,-93,-82,-78,100,-76,100,100,100,-63,100,100,100,100,-76,100,-88,-63,-80,100,100,100,100,100,-91,-101,51
26,2022-07-22-14:21:24,100,-76,-80,100,-77,100,100,100,-79,100,100,100,100,-81,100,-88,-69,-80,100,100,100,100,100,-88,100,51
27,2022-07-22-14:21:29,-94,-84,-85,100,-73,100,-96,-92,-66,100,100,100,100,-83,100,-86,-65,-80,100,100,100,100,100,-78,100,51
28,2022-07-22-14:21:34,100,100,-85,100,100,100,100,-93,-79,100,100,100,100,100,100,100,-68,-81,100,100,100,100,100,-88,100,51
29,2022-07-22-14:21:39,100,-84,-86,100,-77,100,100,-94,-66,100,100,100,100,-83,100,100,-69,-81,100,100,100,100,100,-88,100,51
30,2022-07-22-14:21:44,100,-82,-78,100,-76,100,-100,100,-63,100,100,100,100,-76,100,-89,-63,-78,100,100,100,100,100,-91,100,51
31,2022-07-22-14:21:49,100,-76,-80,100,-77,100,100,-93,100,100,100,100,100,-81,100,-88,-69,-80,100,100,100,100,100,-88,100,51
32,2022-07-22-14:21:54,100,100,-79,100,100,100,100,-94,100,100,100,100,100,100,100,100,-65,-80,100,100,100,100,100,-91,100,51
33,2022-07-22-14:21:59,100,-81,-80,100,-77,100,100,-95,-80,100,100,100,100,-81,100,-89,-69,-80,100,100,100,100,100,-92,100,51
34,2022-07-22-14:22:04,100,-84,-85,100,-73,100,100,-97,-66,100,100,100,100,-83,100,-87,-65,-80,100,100,100,100,100,-78,-100,51
35,2022-07-22-14:22:09,-94,-82,-78,100,-76,100,100,100,-63,100,-98,100,100,-76,100,-89,-63,-79,100,100,100,100,100,-92,-99,51
36,2022-07-22-14:22:14,100,-82,-78,100,-76,100,100,100,-63,100,100,100,100,100,100,-87,-66,-79,100,100,100,100,100,100,100,51
37,2022-07-22-14:22:19,-93,-82,-85,100,-73,100,100,-96,-63,100,100,100,100,-76,100,-86,-65,-81,100,100,100,100,100,-79,-97,51
38,2022-07-22-14:22:24,100,-76,-80,100,-77,100,100,-92,-80,100,100,100,100,-81,100,-89,-68,-80,100,100,100,100,100,-87,100,51
39,2022-07-22-14:22:29,100,-84,-85,100,-73,100,100,-96,-66,100,100,100,100,-83,100,-87,-65,-80,100,100,100,100,100,-78,100,51
40,2022-07-22-14:22:34,-92,-84,-85,100,100,100,100,100,-66,100,100,100,100,-84,100,-86,-65,100,100,100,100,100,100,-78,100,51
41,2022-07-22-14:22:39,100,-76,-79,100,-77,100,100,-93,-79,100,100,100,100,-84,100,100,-69,-80,100,100,100,100,100,-87,100,51
42,2022-07-22-14:22:44,-92,-82,-78,100,-76,100,100,100,-66,100,100,100,100,-76,100,-88,-65,-80,100,100,100,100,100,-79,100,51
43,2022-07-22-14:22:49,100,-76,-79,100,-77,100,100,-93,-79,100,100,100,100,-80,100,-88,-69,-80,100,100,100,100,100,-89,100,51
44,2022-07-22-14:22:54,100,100,-78,100,-77,100,100,-94,-79,100,100,100,100,-81,100,100,-69,100,100,100,100,100,100,-88,100,51
45,2022-07-22-14:22:59,100,-82,-78,100,-76,100,100,100,-63,100,100,100,100,-76,100,-89,-63,-79,100,100,100,100,100,-91,100,51
46,2022-07-22-14:23:04,100,-84,-79,100,-77,100,100,-93,-78,100,100,100,100,-81,100,-86,-65,-80,100,100,100,100,100,-87,100,51
47,2022-07-22-14:23:09,100,-81,-80,100,-76,100,-97,100,-66,100,100,100,100,-83,100,-88,-63,-80,100,100,100,100,100,-78,100,51
48,2022-07-22-14:23:14,100,-82,-78,100,-76,100,100,100,-63,100,100,100,100,-76,100,-88,-63,-79,100,100,100,100,100,100,100,51
49,2022-07-22-14:23:19,-93,-84,-85,100,-73,100,-98,100,-66,100,100,100,100,-83,100,-86,-65,-81,100,100,100,100,100,-79,-102,51
50,2022-07-22-14:23:24,-94,-76,-78,100,-76,100,100,-94,-63,100,100,100,100,-77,100,-88,-63,-81,100,100,100,100,100,-78,100,51
51,2022-07-22-14:23:29,-94,-83,-80,100,-73,100,100,-93,-66,100,100,100,100,-83,100,-86,-69,-81,100,100,100,100,100,-78,100,51
52,2022-07-22-14:23:34,-92,-84,-85,100,-72,100,100,-97,-67,100,100,100,100,-83,100,-85,100,-81,100,100,100,100,100,-78,100,51
53,2022-07-22-14:23:39,100,-76,-80,100,100,100,100,-94,-79,100,100,100,100,-81,100,100,-68,-80,100,100,100,100,100,-87,100,51
54,2022-07-22-14:23:44,-93,-83,-85,100,-73,100,-92,-92,-66,100,-97,100,100,-80,100,-86,-65,-81,100,100,100,100,100,-79,-98,51
55,2022-07-22-14:23:49,-96,-79,-80,100,-76,100,100,100,-79,100,100,100,100,-76,100,-88,-69,-79,100,100,100,100,100,-86,100,51
56,2022-07-22-14:23:54,100,-76,-80,100,-77,100,100,-94,-79,100,100,100,100,-81,100,100,-68,-80,100,100,100,100,100,-88,100,51
57,2022-07-22-14:23:59,100,-82,-78,100,-76,100,100,100,-63,100,100,100,100,100,100,-89,-63,-78,100,100,100,100,100,-92,100,51
58,2022-07-22-14:24:04,100,-76,-80,100,-76,100,100,-94,-80,100,100,100,100,-80,100,-91,-69,-80,100,100,100,100,100,-88,100,51
59,2022-07-22-14:24:09,-94,-85,-78,100,-73,100,-94,-93,-66,100,100,100,100,-83,100,-89,-66,-82,100,100,100,100,100,-80,100,51
