index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,classification,-84.6
25,2022-07-23-14:43:27,-79,-74,100,100,-79,-55,100,100,100,100,100,100,-76,-84,100,100,-79,100,100,100,100,100,100,100,-68,-71,36,
26,2022-07-23-14:43:32,-88,-74,100,100,-79,-56,100,100,-91,100,100,100,-76,-81,-91,100,-79,100,100,100,100,100,100,100,-68,-71,36,
27,2022-07-23-14:43:37,-88,-72,100,100,-79,-58,100,100,100,100,100,100,-76,-80,100,100,-79,100,100,100,100,100,100,100,-73,-71,36,
28,2022-07-23-14:43:42,-86,-74,100,100,-79,-58,100,100,-91,100,100,100,-76,-84,-90,100,-79,100,100,100,100,100,100,100,-68,-71,36,
29,2022-07-23-14:43:47,-88,-72,100,100,100,-56,100,100,100,100,100,100,-81,-80,-95,100,-79,100,100,100,100,100,100,100,-70,-71,36,
30,2022-07-23-14:43:52,-88,-82,100,100,-79,-55,100,100,100,100,100,100,-77,-80,-91,100,-87,100,100,100,100,100,100,100,-70,-72,36,
31,2022-07-23-14:43:57,-88,-82,100,100,-77,-55,100,100,-91,100,100,100,-76,-91,-91,100,-79,100,100,100,100,100,100,100,-70,-71,36,
32,2022-07-23-14:44:02,-86,-74,100,100,-79,-55,100,100,100,100,100,100,-77,-81,-91,100,-79,100,100,100,100,100,100,100,-68,-71,36,
33,2022-07-23-14:44:07,-88,-74,100,100,-89,-58,100,100,-91,100,100,100,-77,-92,-91,100,-79,100,100,100,100,100,100,100,-73,-71,36,
34,2022-07-23-14:44:12,-79,-72,100,100,-89,-55,100,100,100,100,100,100,-81,-80,-95,100,-79,100,100,100,100,100,100,100,-69,-71,36,
35,2022-07-23-14:44:17,-88,-82,100,100,-79,-56,100,100,100,100,100,100,-76,-80,-91,100,-87,100,100,100,100,100,100,100,-72,-71,36,
36,2022-07-23-14:44:22,-79,-72,100,100,-77,-58,100,100,-92,100,100,100,-76,-80,-91,100,-79,100,100,100,100,100,100,100,-68,100,36,
37,2022-07-23-14:44:27,-88,-72,100,100,-76,-55,100,100,-91,100,100,100,-76,-91,-91,100,-79,100,100,100,100,100,100,100,-72,-90,36,
38,2022-07-23-14:44:32,-79,-82,100,100,-77,-55,100,100,-91,100,100,100,-76,-91,100,100,-87,100,100,100,100,100,100,100,-68,-71,36,
39,2022-07-23-14:44:37,-79,-72,100,100,-77,-58,100,100,100,100,100,100,-82,-84,100,100,-79,100,100,100,100,100,100,100,-69,-71,36,
40,2022-07-23-14:44:42,-79,-74,100,100,-77,-58,100,100,100,100,100,100,-76,-84,100,100,-87,100,100,100,100,100,100,100,-68,-89,36,
41,2022-07-23-14:44:47,-79,-82,100,100,-89,-58,100,100,-91,100,100,100,-77,-91,100,100,-87,100,100,100,100,100,100,100,-70,-71,36,
42,2022-07-23-14:44:52,-79,-82,100,100,-79,-56,100,100,100,100,100,100,-77,-80,-91,100,-79,100,100,100,100,100,100,100,-72,-71,36,
43,2022-07-23-14:44:57,-87,-74,100,100,-79,-58,100,100,100,100,100,100,-81,-91,-91,100,-79,100,100,100,100,100,100,100,-70,-71,36,
44,2022-07-23-14:45:02,-88,-82,100,100,-79,-58,100,100,100,100,100,100,-77,-80,100,100,-79,100,100,100,100,100,100,100,-68,-71,36,
45,2022-07-23-14:45:07,-79,-74,100,100,-89,-58,100,100,-91,100,100,100,-81,-92,100,100,-80,100,100,100,100,100,100,100,-68,-71,36,
46,2022-07-23-14:45:12,-79,-74,100,100,100,-58,100,100,100,100,100,100,-82,-80,100,100,-79,100,100,100,100,100,100,100,-67,-71,36,
47,2022-07-23-14:45:17,-80,-71,100,100,-77,-56,100,100,100,100,100,100,-86,-79,100,100,-78,100,100,100,100,100,100,100,-68,-71,36,
48,2022-07-23-14:45:22,-89,-82,100,100,-79,-58,100,100,-91,100,100,100,-75,-85,-94,100,-78,100,100,100,100,100,100,100,-68,100,36,
49,2022-07-23-14:45:27,-88,-74,100,100,-80,-55,100,100,100,100,100,100,-75,-93,-95,100,-79,100,100,100,100,100,100,100,-68,-71,36,
50,2022-07-23-14:45:32,-78,-74,100,100,-77,-55,100,100,100,100,100,100,-76,-93,100,100,-79,100,100,100,100,100,100,100,-68,-89,36,
51,2022-07-23-14:45:37,-87,-82,100,100,-77,-58,100,100,100,100,100,100,-81,-80,100,100,-87,100,100,100,100,100,100,100,-70,-71,36,
52,2022-07-23-14:45:42,-86,-74,100,100,-79,-58,100,100,100,100,100,100,100,-80,-95,100,-79,100,100,100,100,100,100,100,-68,-71,36,
53,2022-07-23-14:45:47,-86,-82,100,100,-89,-58,100,100,100,100,100,100,-81,-91,100,100,-79,100,100,100,100,100,100,100,-68,-71,36,
54,2022-07-23-14:45:52,-86,-74,100,100,-89,-58,100,100,100,100,100,100,-76,-84,100,100,-80,100,100,100,100,100,100,100,-73,-90,36,
55,2022-07-23-14:45:57,-86,-74,100,100,-79,-56,100,100,100,100,100,100,-76,-92,-91,100,-79,100,100,100,100,100,100,100,-68,-72,36,
56,2022-07-23-14:46:02,-79,-82,100,100,-77,-58,100,100,100,100,100,100,-81,-91,100,100,-79,100,100,100,100,100,100,100,-69,-71,36,
57,2022-07-23-14:46:07,-88,-82,100,100,100,-58,100,100,100,100,100,100,-81,-84,100,100,-87,100,100,100,100,100,100,100,-73,-71,36,
58,2022-07-23-14:46:12,-88,-82,100,100,-79,-56,100,100,100,100,100,100,-77,-80,-95,100,-79,100,100,100,100,100,100,100,-68,-71,36,
59,2022-07-23-14:46:17,-88,-82,100,100,-79,-55,100,100,-92,100,100,100,-81,-91,100,100,-79,100,100,100,100,100,100,100,-73,-71,36,
