index,time,RFstar_51DE,RFstar_040D,RFstar_1B7B,RFstar_6891,RFstar_EFBC,RFstar_2037,RFstar_0259,RFstar_4EE6,RFstar_9E56,RFstar_B613,RFstar_9120,RFstar_B571,RFstar_8FBE,RFstar_78B2,RFstar_FA6E,RFstar_02C5,RFstar_D4E4,RFstar_FB47,RFstar_54CE,RFstar_3D4D,RFstar_6F5F,RFstar_D8FC,RFstar_9F01,RFstar_30C2,RFstar_3D81,RFstar_42D5,,-88.76
16,2022-07-23-14:36:01,-89,-69,100,100,-81,-58,100,100,-94,100,100,100,-82,-83,-94,100,-88,100,100,100,100,100,100,100,-74,-75,,
17,2022-07-23-14:36:06,-89,-71,100,100,-81,-58,100,100,100,100,100,100,-88,-85,100,100,-87,100,100,100,100,100,100,100,-62,-84,,
18,2022-07-23-14:36:11,-94,-71,100,100,-77,-58,100,100,100,100,100,100,-82,-85,-94,100,-88,100,100,100,100,100,100,100,-66,-75,,
19,2022-07-23-14:36:16,-89,-69,100,100,-77,-58,100,100,-93,100,100,100,-88,-83,-97,100,-90,100,100,100,100,100,100,100,-67,-84,,
20,2022-07-23-14:36:21,-89,-71,100,100,-81,-59,100,100,100,100,100,100,-82,-83,-94,100,-86,100,100,100,100,100,100,100,-74,-78,,
21,2022-07-23-14:36:26,-95,-69,100,100,-81,-59,100,100,100,100,100,100,-82,-83,100,100,-87,100,100,100,100,100,100,100,-67,-84,,
22,2022-07-23-14:36:31,-87,-69,100,100,-100,-59,100,100,-94,100,100,100,-93,-85,100,100,-87,100,100,100,100,100,100,100,-74,-75,,
23,2022-07-23-14:36:36,-87,-71,100,100,-77,-59,100,100,-93,100,100,100,-88,-85,100,100,-90,100,100,100,100,100,100,100,-66,-75,,
24,2022-07-23-14:36:41,-89,-69,100,100,-77,-59,100,100,100,100,100,100,-88,-84,100,100,-88,100,100,100,100,100,100,100,-67,-75,,
25,2022-07-23-14:36:46,-87,-69,100,100,-77,-58,100,100,100,100,100,100,-88,-83,100,100,-87,100,100,100,100,100,100,100,-74,-78,,
26,2022-07-23-14:36:51,-87,-69,100,100,-77,-59,100,100,-93,100,100,100,-88,-83,-94,100,-86,100,100,100,100,100,100,100,-74,-75,,
27,2022-07-23-14:36:56,-87,-71,100,100,-77,-59,100,100,-94,100,100,100,-83,-85,100,100,-90,100,100,100,100,100,100,100,-61,-84,,
28,2022-07-23-14:37:01,-93,-69,100,100,-81,-59,100,100,100,100,100,100,-82,-85,100,100,-90,100,100,100,100,100,100,100,-79,-78,,
29,2022-07-23-14:37:06,-87,-71,100,100,-77,-59,100,100,-93,100,100,100,-82,-84,-93,100,-87,100,100,100,100,100,100,100,-74,-78,,
30,2022-07-23-14:37:11,100,-69,100,100,-77,-59,100,100,100,100,100,100,-82,-84,-93,100,-88,100,100,100,100,100,100,100,-66,-78,,
31,2022-07-23-14:37:16,-94,-69,100,100,-77,-59,100,100,-93,100,100,100,100,-80,-97,100,-87,100,100,100,100,100,100,100,-74,-84,,
32,2022-07-23-14:37:21,-87,-69,100,100,-81,-59,100,100,100,100,100,100,-82,-83,100,100,-87,100,100,100,100,100,100,100,-61,-78,,
33,2022-07-23-14:37:26,-87,-69,100,100,-77,-58,100,100,-93,100,100,100,-88,-80,-97,100,-87,100,100,100,100,100,100,100,-74,-78,,
34,2022-07-23-14:37:31,-87,-71,100,100,-81,-59,100,100,-93,100,100,100,100,-83,100,100,-88,100,100,100,100,100,100,100,-74,-78,,
35,2022-07-23-14:37:36,-89,-69,100,100,-77,-59,100,100,100,100,100,100,-82,-85,100,100,-91,100,100,100,100,100,100,100,-74,-75,,
36,2022-07-23-14:37:41,-94,-71,100,100,-81,-59,100,100,100,100,100,100,100,-80,-94,100,-86,100,100,100,100,100,100,100,-66,-78,,
37,2022-07-23-14:37:46,-87,-69,100,100,-78,-59,100,100,100,100,100,100,-88,-83,100,100,-88,100,100,100,100,100,100,100,-67,-77,,
38,2022-07-23-14:37:51,-89,-71,100,100,-81,-59,100,100,100,100,100,100,-82,-85,-94,100,-86,100,100,100,100,100,100,100,-67,-84,,
39,2022-07-23-14:37:56,-87,-69,100,100,-81,-59,100,100,-93,100,100,100,100,-83,100,100,-90,100,100,100,100,100,100,100,-67,-91,,
40,2022-07-23-14:38:01,-87,-71,100,100,-78,-59,100,100,-94,100,100,100,-83,-81,-93,100,-87,100,100,100,100,100,100,100,-67,-84,,
41,2022-07-23-14:38:06,-94,-69,100,100,100,-58,100,100,100,100,100,100,-88,-85,-93,100,-91,100,100,100,100,100,100,100,-74,-75,,
42,2022-07-23-14:38:11,-87,-69,100,100,-81,-59,100,100,100,100,100,100,-93,-83,100,100,-88,100,100,100,100,100,100,100,-61,-78,,
43,2022-07-23-14:38:16,-94,-69,100,100,-77,-59,100,100,-93,100,100,100,-88,100,100,100,-90,100,100,100,100,100,100,100,-75,-85,,
44,2022-07-23-14:38:21,-87,-69,100,100,-78,-58,100,100,100,100,100,100,-93,-80,-94,100,-87,-94,100,100,100,100,100,100,-67,-78,,
45,2022-07-23-14:38:26,-87,-69,100,100,-78,-59,100,100,100,100,100,100,-82,-83,-94,100,-87,100,100,100,100,100,100,100,-67,-84,,
46,2022-07-23-14:38:31,-87,-69,100,100,-81,-58,100,100,100,100,100,100,-88,-81,100,100,-86,100,100,100,100,100,100,100,-67,-75,,
47,2022-07-23-14:38:36,-89,-71,100,100,-81,-59,100,100,100,100,100,100,-82,-84,100,100,-90,100,100,100,100,100,100,100,-62,-75,,
48,2022-07-23-14:38:41,-89,-71,100,100,-81,-59,100,100,100,100,100,100,-82,-85,100,100,-90,100,100,100,100,100,100,100,-67,-75,,
49,2022-07-23-14:38:46,-89,-71,100,100,-78,-59,100,100,100,100,100,100,-82,-84,-93,100,-91,100,100,100,100,100,100,100,-74,-84,,
50,2022-07-23-14:38:51,-87,-71,100,100,-77,-58,100,100,100,100,100,100,-88,-80,100,100,-88,100,100,100,100,100,100,100,-62,-78,,
51,2022-07-23-14:38:56,-87,-69,100,100,-77,-59,100,100,100,100,100,100,-94,-83,100,100,-86,100,100,100,100,100,100,100,-74,-75,,
52,2022-07-23-14:39:01,-89,-71,100,100,-77,-59,100,100,100,100,100,100,-82,-84,100,100,-86,100,100,100,100,100,100,100,-61,-84,,
53,2022-07-23-14:39:06,-89,-69,100,100,-77,-59,100,100,100,100,100,100,-82,-85,-93,100,-87,-94,100,100,100,100,100,100,-62,-78,,
54,2022-07-23-14:39:11,-87,-69,100,100,-81,-59,100,100,100,100,100,100,-82,-85,-94,100,-90,-94,100,100,100,100,100,100,-74,-78,,
55,2022-07-23-14:39:16,-89,-69,100,100,-77,-58,100,100,100,100,100,100,-88,-85,-93,100,-87,100,100,100,100,100,100,100,-74,-78,,
56,2022-07-23-14:39:21,-89,-71,100,100,-77,-59,100,100,-94,100,100,100,-82,-80,100,100,-87,100,100,100,100,100,100,100,100,-75,,
57,2022-07-23-14:39:26,-87,-71,100,100,100,-58,100,100,100,100,100,100,-88,-84,-94,100,-91,100,100,100,100,100,100,100,-74,-78,,
58,2022-07-23-14:39:31,-89,-69,100,100,-77,-58,100,100,-93,100,100,100,100,-80,-93,100,-90,100,100,100,100,100,100,100,-74,-74,,
59,2022-07-23-14:39:36,-94,-71,100,100,-81,-58,100,100,100,100,100,100,-88,-83,100,100,-87,-94,100,100,100,100,100,100,-74,-78,,
